@RELATION test

@ATTRIBUTE livingroom_tempterature real
@ATTRIBUTE livingroom_humidity real
@ATTRIBUTE livingroom_luminance real
@ATTRIBUTE study_tempterature real
@ATTRIBUTE study_humidity real
@ATTRIBUTE study_luminance real
@ATTRIBUTE bedroom_tempterature real
@ATTRIBUTE bedroom_humidity real
@ATTRIBUTE bedroom_luminance real
@ATTRIBUTE kitchen_tempterature real
@ATTRIBUTE kitchen_humidity real
@ATTRIBUTE kitchen_luminance real
@ATTRIBUTE hallway_tempterature real
@ATTRIBUTE hallway_humidity real
@ATTRIBUTE hallway_luminance real
@ATTRIBUTE light_livingroom integer
@ATTRIBUTE audio_livingroom integer
@ATTRIBUTE current_watercoldfan_livingroom real
@ATTRIBUTE current_TV_livingroom real
@ATTRIBUTE current_lamp_livingroom real
@ATTRIBUTE current_xbox_livingroom real
@ATTRIBUTE current_AC_livingroom real
@ATTRIBUTE people_livingroom integer
@ATTRIBUTE light_study integer
@ATTRIBUTE current_lamp_study real
@ATTRIBUTE current_NB_study real
@ATTRIBUTE people_study integer
@ATTRIBUTE light_bedroom integer
@ATTRIBUTE current_lamp_bedroom real
@ATTRIBUTE current_PC_bedroom real
@ATTRIBUTE current_AC_bedroom real
@ATTRIBUTE current_nightlamp_bedroom real
@ATTRIBUTE people_bedroom integer
@ATTRIBUTE light_kitchen integer
@ATTRIBUTE current_microwave_kitchen real
@ATTRIBUTE people_kitchen integer
@ATTRIBUTE light_hallway integer
@ATTRIBUTE switch_door_hallway integer
@ATTRIBUTE people_hallway integer
@ATTRIBUTE class {PlayingKinect,Reading,WatchingTV}

@DATA
20.6,64.6,182.7,21.8,56.7,33.6,20.8,62.1,54.0,23.6,52.5,21.5,23.2,55.3,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,182.7,21.8,56.7,33.6,20.8,62.1,54.0,23.6,52.4,15.1,23.2,55.3,26.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.1,54.0,23.6,52.4,21.5,23.2,55.4,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,182.7,21.8,56.7,33.6,20.8,62.1,63.0,23.6,52.4,17.2,23.2,55.4,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.1,45.0,23.6,52.4,19.4,23.2,55.4,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.7,33.6,20.8,62.1,45.0,23.6,52.4,17.2,23.2,55.4,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.7,33.6,20.8,62.1,54.0,23.6,52.4,19.4,23.2,55.2,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.1,45.0,23.6,52.4,15.1,23.2,55.3,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.1,54.0,23.6,52.4,15.1,23.2,55.2,26.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.1,54.0,23.6,52.4,17.2,23.2,55.2,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,182.7,21.8,56.6,33.6,20.8,62.1,54.0,23.6,52.4,12.9,23.2,55.2,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,182.7,21.8,56.6,35.7,20.8,62.0,58.5,23.6,52.4,17.2,23.2,55.2,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.7,35.7,20.8,62.0,63.0,23.6,52.4,17.2,23.2,55.2,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,182.7,21.8,56.6,37.8,20.8,62.0,54.0,23.6,52.4,19.4,23.2,55.1,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,182.7,21.8,56.6,37.8,20.8,62.0,54.0,23.6,52.4,19.4,23.2,55.1,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,182.7,21.8,56.6,33.6,20.8,62.0,63.0,23.6,52.3,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,182.7,21.8,56.6,33.6,20.8,62.0,45.0,23.6,52.3,25.8,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.0,58.5,23.6,52.3,17.2,23.2,55.1,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,35.7,20.8,62.0,49.5,23.6,52.3,15.1,23.2,55.1,26.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,31.5,20.8,62.0,49.5,23.6,52.3,17.2,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,31.5,20.8,62.0,49.5,23.6,52.3,19.4,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,37.8,20.8,62.0,49.5,23.6,52.3,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,33.6,20.8,62.0,49.5,23.6,52.3,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,182.7,21.8,56.6,35.7,20.8,62.0,49.5,23.6,52.2,17.2,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,182.7,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,17.2,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,182.7,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,17.2,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,182.7,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,15.1,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,176.4,21.8,56.6,35.7,20.8,62.0,49.5,23.6,52.1,17.2,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,176.4,21.8,56.6,35.7,20.8,62.0,49.5,23.6,52.1,17.2,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.7,178.5,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,21.5,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,31.5,20.8,61.9,49.5,23.6,52.1,17.2,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,31.5,20.8,61.9,49.5,23.6,52.1,17.2,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,72.0,23.6,52.1,17.2,23.2,55.1,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,54.0,23.6,52.1,19.4,23.2,55.1,40.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,44.1,20.8,61.9,58.5,23.6,52.1,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,15.1,23.2,55.1,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,35.7,20.8,61.9,49.5,23.6,52.1,15.1,23.2,55.1,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.9,54.0,23.6,52.1,23.6,23.2,55.1,26.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,31.5,20.8,61.9,45.0,23.6,52.1,17.2,23.2,55.1,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.9,58.5,23.6,52.1,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,45.0,23.6,52.0,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,58.5,23.6,52.0,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,58.5,23.6,52.1,25.8,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,58.5,23.6,52.1,19.4,23.2,55.0,38.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.9,58.5,23.6,52.0,21.5,23.3,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.8,72.0,23.7,52.1,19.4,23.2,55.1,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.8,54.0,23.7,52.1,19.4,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.8,45.0,23.7,52.0,21.5,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,37.8,20.8,61.8,72.0,23.7,52.0,17.2,23.2,55.0,38.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,31.5,20.8,61.8,72.0,23.6,52.0,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,31.5,20.8,61.8,45.0,23.6,52.0,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.9,61.8,49.5,23.6,52.0,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,35.7,20.9,61.8,49.5,23.7,52.0,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,49.5,23.7,52.0,17.2,23.2,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,49.5,23.7,52.0,17.2,23.2,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,35.7,20.8,61.8,54.0,23.7,52.0,23.6,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,31.5,20.8,61.8,49.5,23.7,52.0,17.2,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.6,178.5,21.8,56.6,33.6,20.8,61.8,49.5,23.7,52.0,17.2,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.8,49.5,23.7,51.9,21.5,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.8,58.5,23.6,51.9,23.6,23.2,54.9,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,37.8,20.8,61.8,58.5,23.7,51.9,17.2,23.2,54.9,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,37.8,20.8,61.8,45.0,23.7,52.0,21.5,23.2,54.9,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.8,45.0,23.7,51.9,17.2,23.2,54.9,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.8,54.0,23.7,51.9,17.2,23.2,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,33.6,20.8,61.8,54.0,23.7,51.9,19.4,23.2,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,58.5,23.7,51.9,17.2,23.2,55.0,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,58.5,23.7,51.9,17.2,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,31.5,20.8,61.8,67.5,23.7,51.9,17.2,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,54.0,23.7,51.9,19.4,23.3,55.0,32.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,178.5,21.8,56.6,35.7,20.8,61.8,54.0,23.7,51.9,21.5,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,178.5,21.8,56.6,35.7,20.8,61.7,54.0,23.7,51.8,17.2,23.2,55.0,28.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,37.8,20.9,61.7,58.5,23.7,51.9,21.5,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,33.6,20.8,61.8,49.5,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,33.6,20.8,61.7,54.0,23.7,51.8,19.4,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.6,35.7,20.8,61.7,45.0,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,35.7,20.8,61.7,67.5,23.7,51.8,19.4,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,39.9,20.8,61.7,67.5,23.7,51.8,23.6,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.6,33.6,20.8,61.7,45.0,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,44.1,20.8,61.6,49.5,23.7,51.8,17.2,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,33.6,20.8,61.6,49.5,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,33.6,20.8,61.7,49.5,23.7,51.8,19.4,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.6,33.6,20.8,61.6,58.5,23.7,51.8,21.5,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.5,44.1,20.8,61.7,72.0,23.7,51.8,21.5,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.5,44.1,20.8,61.7,54.0,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.6,44.1,20.9,61.6,54.0,23.7,51.8,19.4,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.5,31.5,20.9,61.7,45.0,23.7,51.8,21.5,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.5,35.7,20.9,61.7,45.0,23.7,51.8,17.2,23.2,55.1,36.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.5,186.9,21.8,56.5,35.7,20.9,61.7,45.0,23.7,51.8,17.2,23.2,55.1,36.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.6,64.5,186.9,21.8,56.5,35.7,20.9,61.6,54.0,23.7,51.8,19.4,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.5,37.8,20.9,61.6,67.5,23.7,51.8,17.2,23.2,55.1,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.5,37.8,20.9,61.6,58.5,23.7,51.8,21.5,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.5,35.7,20.9,61.6,58.5,23.7,51.8,17.2,23.2,55.0,34.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.5,35.7,20.9,61.6,63.0,23.7,51.8,15.1,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
20.7,64.4,186.9,21.8,56.5,35.7,20.9,61.6,45.0,23.7,51.8,17.2,23.2,55.0,30.0,1,0,0.1,1.0,0.0,1.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,PlayingKinect
